words,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unsavory,0.4096,0.0248,-0.218,-0.0289,-0.0155,0.2248,-0.0705,-0.0296,0.0928,-0.118,0.0261,-0.023,-0.0226,0.0102,0.0449,0.1619,0.0968,0.1614,0.0742,-0.1021,0.1374,-0.0836,-0.1056,-0.0082,-0.0153
unsettled,0.3269,-0.1284,-0.1324,-0.0556,0.1166,-0.199,-0.0551,-0.0898,0.2843,0.0288,-0.0744,-0.0144,-0.1363,0.0832,0.0982,0.049,0.0456,0.0063,0.015,0.1317,0.1077,0.0611,-0.1173,-0.067,0.0176
unsure,0.0391,-0.1214,0.104,0.0862,0.0279,0.0976,-0.138,-0.1228,0.1204,-0.0275,-0.1796,-0.1355,0.0591,-0.2815,-0.0482,0.1615,0.058,0.1091,-0.1163,-0.0943,0.1925,0.0152,-0.0142,-0.0327,0.043
unwillingness,0.2772,-0.071,-0.1067,0.0044,0.0346,0.0592,0.0458,-0.1072,0.0102,0.1779,0.2734,-0.1459,-0.0834,0.0294,-0.0656,0.0507,-0.0357,0.0335,0.0232,0.0366,-0.0132,0.11,0.0978,-0.218,0.0351
upliftment,-0.7463,-0.0288,-0.101,0.1136,-0.0801,0.1498,0.0295,0.1036,-0.1665,0.1325,0.1489,0.001,0.1752,0.0939,-0.0883,0.0003,-0.0069,0.0816,-0.0013,0.1123,0.0005,0.0658,0.011,-0.0408,0.0566
uptightness,0.2104,0.0767,0.0008,0.1967,-0.0145,-0.0582,-0.0582,-0.2213,0.1095,0.0149,0.2006,-0.0644,0.1665,-0.0446,-0.0682,-0.0138,-0.0389,0.0903,-0.0951,0.0838,0.0684,0.0883,-0.088,-0.1212,0.1659
vexation,0.3395,0.0845,-0.2421,0.1616,-0.1197,-0.0269,0.0051,-0.1181,0.0119,-0.0198,-0.118,0.0445,-0.1716,-0.269,-0.1896,-0.2372,-0.1,-0.0355,0.0346,0.0655,-0.0324,0.0523,0.0501,0.0182,0.0452
warmness,-0.693,0.0229,-0.0251,0.1366,-0.2285,0.0227,0.0194,0.0792,-0.0469,0.0022,-0.1104,-0.1603,0.0268,-0.02,-0.0441,-0.0367,-0.0111,-0.1316,0.0276,-0.0296,0.0398,0.0258,-0.0668,0.0671,-0.0038
weariness,0.2171,-0.2829,-0.1161,0.0872,0.0255,-0.1719,0.0326,0.0901,0.1623,0.112,0.1547,-0.0916,0.1439,0.0603,-0.0885,0.0276,-0.0208,-0.0638,-0.0882,-0.0653,-0.1801,-0.0512,-0.0094,0.0099,0.0666
whimsicality,-0.5996,0.1822,-0.0677,-0.1584,0.1051,-0.0671,-0.2088,0.1395,-0.2151,-0.1047,-0.012,-0.0978,0.0666,0.0109,-0.027,-0.0714,-0.0094,-0.0151,-0.0523,0.0952,-0.0529,0.0681,-0.071,-0.0078,0.0139
woeful,0.4936,-0.3222,-0.0046,-0.0642,0.0268,-0.005,-0.0684,0.026,0.0863,0.0357,-0.0052,-0.0946,0.0166,0.0128,0.0465,0.067,-0.0115,-0.0946,-0.014,-0.0801,-0.1096,-0.0788,0.0573,0.0874,-0.1309
wonder,-0.7263,0.0591,-0.056,-0.1078,-0.0067,-0.1544,0.1045,-0.0283,-0.0749,-0.0215,0.0657,0.1081,0.0607,-0.1106,-0.1252,-0.0346,-0.0024,-0.2161,-0.027,0.027,-0.0253,-0.0777,-0.0828,-0.0209,0.0517
wonderment,-0.7287,0.1219,-0.0165,-0.2984,-0.0123,0.1295,0.1073,0.0421,0.036,-0.0497,0.0239,-0.0823,-0.0034,-0.0347,0.0611,-0.0924,0.0687,0.0457,0.0073,0.0802,-0.0559,0.0235,-0.0362,0.0114,0.0165
worry,0.2762,-0.1413,-0.1193,-0.1928,-0.0357,-0.0454,0.0708,-0.0813,-0.2008,-0.0355,0.2118,0.1271,0.2385,0.0294,0.1534,0.0769,-0.0883,0.1014,0.0485,0.0489,0.0124,0.0269,0.0599,-0.0406,0.0097
wryness,0.0351,0.099,-0.3798,-0.0074,-0.0263,0.0245,-0.0279,0.1473,-0.1062,-0.0056,0.2341,0.0216,0.1636,0.0459,0.0514,-0.0127,0.0415,0.0515,0.0101,0.1944,0.06,0.108,-0.0535,-0.0891,0.022
